0,1,2,3,4,5,6
23.794619377696723,123.59298047014539,2.9917636692141736,4.282847752431509,3.0,3.2533913435568202e-09,7.739221572875977
74.15873113252195,50.50816987663653,5.407970490431494,4.695349188144779,3.0,-0.004796091764926692,264.81725692749023
76.97335756564178,87.19615644067208,1.616960980992671,4.3984593622462835,2.0,8.806906292278822e-11,4.845180511474609
67.6730929113835,132.35090989517047,1.0877963532282187,0.3313345366632241,5.0,0.1689997561093263,3.026533842086792
43.27951838579446,93.49521579782623,0.5425403766828152,3.5662222862836916,4.0,1.0546446452870853e-08,3.8138277530670166
53.377223966129975,100.70641924581173,8.183904485185353,4.084563370476255,1.0,-0.06766791176354175,398.2922902107239
7.839621660428431,40.44392976941044,0.6492106353654403,3.401733670946771,2.0,-8.548702540637407e-15,2.4958274364471436
13.074856658785627,102.53257381751129,9.783949694459086,2.308594483268404,1.0,-3.2243931498783045e-15,7.221160411834717
8.45771428317782,34.906101460964805,2.7178404111290755,4.215085708278611,1.0,5.506049914640415e-14,5.920379877090454
56.85793039310123,16.094374388103454,5.995719167178547,4.755172038546267,2.0,0.04773877054442292,354.56896805763245
87.76281107768129,147.6606230723142,4.624147778834427,1.7987559617852256,1.0,-0.08801216244170433,339.8587293624878
51.88718799187605,60.9850688570581,8.917063092738434,2.0075774439669356,5.0,0.1760854359865992,583.7722804546356
37.495962051741714,97.67961587013619,9.173589326988285,1.5276091872403939,2.0,-0.0421537926476611,115.01439094543457
40.24822977891,129.38234976359246,3.0956833124544767,4.711807160067244,3.0,-9.150501778465029e-10,11.313783645629883
9.285177939925692,1.499951237833247,2.7967126233730166,4.65087072162822,5.0,0.3852795819575325,2.0132906436920166
50.947835910077785,141.75891545471757,8.935537696356887,4.058698829321946,1.0,-0.08723072388927594,384.3600113391876
57.19294082644695,7.730051927243537,0.6909784871072255,4.786604718854455,3.0,0.05052188127076981,1.6961519718170166
16.975625024486305,90.49262896811155,6.335351364566105,4.643198588247991,5.0,-0.005207871800215526,462.75066924095154
56.26409977828263,93.99281065229968,4.812282519717176,2.9293765047124363,2.0,-0.05941047715736077,581.125253200531
64.35692007052177,122.84089565295945,7.814631411841342,4.786412491630743,2.0,-0.019534036537010864,468.083842754364
31.986429130051864,1.8599623877320948,6.489767179574902,4.929689359161449,4.0,0.43896305814018094,189.9237790107727
13.74658657579192,107.71035493750064,4.816704218843658,4.849490213618155,4.0,-1.6119400182062659e-09,5.030891418457031
12.897972757628107,88.74998399912036,6.981482317795576,4.4380753515511,3.0,7.702859997473704e-10,6.721218109130859
89.93310915159644,129.90961404993482,1.079184151286846,3.489169181098031,3.0,2.0805240957662963e-10,7.776771068572998
10.371880182492054,98.07597221709636,2.5992195857633393,2.6721907024003735,2.0,7.931754299534893e-10,2.9982690811157227
78.55877836233327,132.35743405617595,4.928864852225908,4.357784997381485,3.0,-0.01371518890486726,399.2901248931885
2.3931159825837156,144.70537161464668,9.322917674523485,1.2903627147879089,5.0,5.449343440618633e-07,3.526627540588379
27.293469159145957,82.19544888854276,7.821558263000053,0.7359303172136515,2.0,0.04320185771481041,9.599202156066895
68.05258116581736,43.655991990151826,1.03154350798635,3.8318839204721864,3.0,1.8913269344610735e-07,3.851282835006714
5.832753110011046,37.6481364064828,2.9176803735849277,3.4197581249614917,4.0,2.517626241025934e-08,2.3476855754852295
65.53045921294859,113.33829751321878,6.398271012681461,4.2437525557681015,5.0,-0.007318692435411125,375.18823862075806
1.617183127511812,125.51816727687095,8.191976596717598,2.042780167689682,5.0,2.340362791653819e-08,4.72489857673645
47.03308310958357,138.34941566920205,2.0460980700033726,4.048685306484789,3.0,4.177071361613926e-10,8.963845491409302
7.6419266698988135,127.46129496099056,0.29131645188287036,1.6586917144644824,3.0,4.8791587025987815e-17,3.361056089401245
55.194321402417955,25.15284398959377,7.637497834603821,3.952067534189528,1.0,-0.018294286499799677,108.57104277610779
10.986796086701201,81.8151252164763,8.531013448194365,3.2457693192040957,5.0,-8.381302842920206e-05,48.02315282821655
65.23657408837927,7.503343420596154,1.875008888270091,3.4343840318891368,1.0,0.05420492661477079,6.089532375335693
67.01530443837811,106.84694229188794,4.820534693544064,4.232476516237012,3.0,-0.01576068829608129,449.1433997154236
2.115750231897351,123.11601725272664,3.986380670861782,4.3234157468707215,5.0,7.214823131697802e-15,7.2824547290802
14.372025606560246,49.09586179545935,6.513743981477987,1.2013357961737876,1.0,2.809263832681176e-05,1.1876897811889648
41.47053134920109,25.13035378637306,0.9628645848960427,3.0966549204542484,5.0,0.016234463302592615,2.7383806705474854
23.962215502531812,98.67372422511161,3.0985765004003296,3.83819750086796,5.0,-3.862084503120603e-09,7.622530698776245
52.38352104734548,136.71244732448244,0.8819502736855389,4.2146065961326755,1.0,1.941554825989078e-15,9.985190629959106
73.6550731144577,141.5956614428796,9.738729641641582,1.8541372528805358,1.0,-0.029221564840012416,237.0717601776123
93.4344744969964,43.623060857469476,9.453174416896264,4.425128726219092,2.0,0.0026025698122103895,178.0889048576355
26.6483433325745,12.779538056072548,9.981693850809933,3.711660827281197,3.0,0.21076309089861636,346.90838837623596
0.7169223717568007,104.4142639962502,6.497401974616905,3.1280194069193246,5.0,-5.922807637423384e-09,5.259843587875366
19.836265779147112,74.92342702520872,0.9239266932789136,3.984921799702382,2.0,1.9291484946542603e-10,3.3149986267089844
79.06839495241776,83.41869999432045,3.4849349772496705,3.6969570698280725,4.0,-0.008359270885557645,68.17752313613892
45.59044953024711,57.78737584493745,0.6753121729864953,1.378557354867885,4.0,0.001681747598708638,0.6807308197021484
49.77200238289302,48.469496174000554,2.3336673370186443,3.4002110511687076,2.0,1.6208971142515223e-08,3.439093589782715
42.61791976572553,95.4977648907772,4.5774287663873,0.05140681276186587,4.0,0.5089304380633028,289.6508250236511
25.379272049614965,74.20480563190925,6.759515621780156,3.994268178179687,3.0,-0.011046453056440293,739.1173992156982
39.802723747152605,33.43431258182495,5.7068537878146985,3.9708615529828784,1.0,1.338265137094666e-08,6.8676111698150635
74.7557948735195,46.93210794371411,4.956864669462333,2.7566910968473213,3.0,0.02780942908418608,362.2754774093628
13.853335519721243,61.303084367092694,4.049413869500223,4.677438344869099,4.0,-1.0422171531403964e-09,3.574587821960449
